MDDv1.1_SciName,MDDv1.2_SciName,Comments,Category,References
Eothenomys_melanogaster,Eothenomys_fidelis,split from E. melanogaster,split,"Liu, S. Y., Chen, S. D., He, K., Tang, M., Liu, Y., Jin, W., ... & Fu, J. R. (2019). Molecular phylogeny and taxonomy of subgenus Eothenomys (Cricetidae: Arvicolinae: Eothenomys) with the description of four new species from Sichuan, China. Zoological Journal of the Linnean Society, 186(2), 569-598."
Episoriculus_caudatus,Episoriculus_umbrinus,split from E. caudatus,split,"Abramov, A. V., Bannikova, A. A., Chernetskaya, D. M., Lebedev, V. S., & Rozhnov, V. V. (2017). The first record of Episoriculus umbrinus from Vietnam, with notes on the taxonomic composition of Episoriculus (Mammalia, Soricidae). Russian Journal of Theriology, 16, 117-128."
Erythrocebus_patas,Erythrocebus_baumstarki,split from E. patas,split,"Gippoliti, S. (2017). On the taxonomy of Erythrocebus with a re-evaluation of Erythrocebus poliophaeus (Reichenbach, 1862) from the Blue Nile Region of Sudan and Ethiopia. Primate Conservation, 31, 53-59.|de Jong, Y.A. & Butynski, T.M. 2020. Erythrocebus baumstarki. The IUCN Red List of Threatened Species 2020: e.T92252436A92252442. https://dx.doi.org/10.2305/IUCN.UK.2020-2.RLTS.T92252436A92252442.en. Downloaded on 12 August 2020."
Euroscaptor_parvidens,Euroscaptor_ngoclinhensis,"split from E. parvidens (described as a new subspecies of E. parvidens in 2016, but split subsequently)",split,"Zemlemerova, E. D., Bannikova, A. A., Lebedev, V. S., Rozhnov, V. V., & Abramov, A. V. (2016). Secrets of the underground Vietnam: an underestimated species diversity of Asian moles (Lipotyphla: Talpidae: Euroscaptor). Proceedings of the Zoological Institute RAS, 320(2), 193-220.|Hai, B. T., Motokawa, M., Kawada, S. I., Abramov, A. V., & Son, N. T. (2020). Skull Variation in Asian Moles of the Genus Euroscaptor (Eulipotyphla: Talpidae) in Vietnam. Mammal Study, 45(4), 1-16."
Gardnerycteris_crenulatum,Gardnerycteris_keenani,split from G. crenulatum,split,"Hurtado-Miranda, N. E., & Pacheco-Torres, V. (2014). Análisis filogenético del género Mimon Gray, 1847 (Mammalia, Chiroptera, Phyllostomidae) con la descripción de un nuevo género. Therya, 5(3), 751-791.|Hurtado, N., & D'Elía, G. (2018). Taxonomy of the genus Gardnerycteris (Chiroptera: Phyllostomidae). Acta Chiropterologica, 20(1), 99-115."
Hippopotamus_lemerlei,Hippopotamus_madagascariensis,split from H. lemerlei,split,"Fovet, W., Faure, M., & Guérin, C. (2011). Hippopotamus guldbergi n. sp.: révision du statut d'Hippopotamus madagascariensis Guldberg, 1883, après plus d'un siècle de malentendus et de confusions taxonomiques. Zoosystema, 33(1), 61-82.|Rakotovao, M., Lignereux, Y., Orliac, M. J., Duranthon, F., & Antoine, P. O. (2014). Hippopotamus lemerlei Grandidier, 1868 et Hippopotamus madagascariensis Guldberg, 1883 (Mammalia, Hippopotamidae): anatomie crânio-dentaire et révision systématique. Geodiversitas, 36(1), 117-161."
Hipposideros_ater,Hipposideros_antricola,split from H. ater,split,"Heaney, L. R., Balete, D. S., Rickart, E. A., & Niedzielski, A. (2016). The mammals of Luzon Island: biogeography and natural history of a Philippine fauna. JHU Press."
Hipposideros_pomona,Hipposideros_gentilis,split from H. pomona,split,"Thong, V.D., Dietz, C., Denzinger, A., Bates, P.J.J., Puechmaille, S.J., Callou, C., Schnitzler, H.-U. 2012. Resolving a mammal mystery: the identity of Paracoelops megalotis (Chiroptera: Hipposideridae). Zootaxa 3505: 75-87.|Srinivasulu, B., & Srinivasulu, C. (2018). In plain sight: Bacular and noseleaf morphology supports distinct specific status of Roundleaf Bats Hipposideros pomona Andersen, 1918 and Hipposideros gentilis Andersen, 1918 (Chiroptera: Hipposideridae). Journal of Threatened Taxa, 10(8), 12018-12026."
Hybomys_univittatus,Hybomys_rufocanus,split from H. univittatus,split,"Missoup, A. D., Yemchui, G. D., Denys, C., & Nicolas, V. (2018). Molecular phylogenetic analyses indicate paraphyly of the genus Hybomys (Rodentia: Muridae): Taxonomic implications. Journal of Zoological Systematics and Evolutionary Research, 56(3), 444-452."
Hylaeamys_laticeps,Hylaeamys_seuanezi,split from H. laticeps,split,"Weksler, M., Percequillo, A. R., & Voss, R. S. (2006). Ten new genera of oryzomyine rodents (Cricetidae: Sigmodontinae). American Museum Novitates, 2006(3537), 1-29.|Brennand, P. G., Langguth, A., & Percequillo, A. R. (2013). The genus Hylaeamys Weksler, Percequillo, and Voss 2006 (Rodentia: Cricetidae: Sigmodontinae) in the Brazilian Atlantic forest: geographic variation and species definition. Journal of Mammalogy, 94(6), 1346-1363.|Patton, J. L., Pardiñas, U. F., & D’Elía, G. (2015). Mammals of South America, Volume 2: rodents. University of Chicago Press.|Quintela, F., da Rosa, C. A., & Feijó, A. (2020). Updated and annotated checklist of recent mammals from Brazil. Anais da Academia Brasileira de Ciências, 92(2), e20191004."
Isoodon_obesulus,Isoodon_fusciventer,split from I. obesulus,split,"Travouillon, K. J., & Phillips, M. J. (2018). Total evidence analysis of the phylogenetic relationships of bandicoots and bilbies (Marsupialia: Peramelemorphia): reassessment of two species and description of a new species. Zootaxa, 4378(2), 224-256."
Isoodon_obesulus,Isoodon_peninsulae,split from I. obesulus,split,"Westerman, M., Kear, B. P., Aplin, K., Meredith, R. W., Emerling, C., & Springer, M. S. (2012). Phylogenetic relationships of living and recently extinct bandicoots based on nuclear and mitochondrial DNA sequences. Molecular Phylogenetics and Evolution, 62(1), 97-108.|Burbidge, A. A., Eldridge, M. D. B., Groves, C., Harrison, P. L., Jackson, S. M., Reardon, T. B., Westerman, M., & Woinarski, J. C. Z. (2014). A list of native Australian mammal species and subspecies. pp. 15–32, in J. C. Z. Woinarski, A. A. Burbidge, & P. L. Harrison (eds.) The Action Plan for Australian Mammals 2012. CSIRO Publishing, Melbourne.|Jackson, S. M., & Groves, C. (2015). Taxonomy of Australian mammals. CSIRO Publishing, Austalia, Clayton."
Kerivoula_hardwickii,Kerivoula_crypta,split from K. hardwickii,split,"Tu, V. T., Hassanin, A., Furey, N. M., Son, N. T., & Csorba, G. (2018). Four species in one: multigene analyses reveal phylogenetic patterns within Hardwicke's woolly bat, Kerivoula hardwickii-complex (Chiroptera, Vespertilionidae) in Asia. Hystrix, the Italian Journal of Mammalogy, 29(1), 111-121."
Kerivoula_hardwickii,Kerivoula_malpasi,split from K. hardwickii,split,"Tu, V. T., Hassanin, A., Furey, N. M., Son, N. T., & Csorba, G. (2018). Four species in one: multigene analyses reveal phylogenetic patterns within Hardwicke's woolly bat, Kerivoula hardwickii-complex (Chiroptera, Vespertilionidae) in Asia. Hystrix, the Italian Journal of Mammalogy, 29(1), 111-121."
Kerivoula_whiteheadi,Kerivoula_pusilla,split from K. whiteheadi,split,"Sedlock, J. L., Heaney, L. R., Balete, D. S., & Ruedi, M. (2020). Philippine bats of the genus Kerivoula (Chiroptera: Vespertilionidae): Overview and assessment of variation in K. pellucida and K. whiteheadi. Zootaxa, 4755(3), 454-490."
Lemmus_sibiricus,Lemmus_ognevi,split from L. sibiricus,split,"Kruskop, S. V. (2014). Valid name for the Pratt's leaf-nosed bat, Hipposideros pratti (Hipposideridae, Chiroptera, Mammalia). Russian Journal of Theriology. Русский териологический журнал, 13(2), 105-108."
Leopardus_colocola,Leopardus_braccatus,split from L. colocola,split,"Cossíos D., Lucherini M., Ruiz-García M. & Angers B. 2009. Influence of ancient glacial periods on the Andean fauna: the case of the pampas cat (Leopardus colocolo). BMC Evolutionary Biology 9: 68.|Nascimento, F. O. D., Cheng, J., & Feijó, A. (2020). Taxonomic revision of the pampas cat Leopardus colocola complex (Carnivora: Felidae): an integrative approach. Zoological Journal of the Linnean Society.|Lescroart, J., Bonilla-Sánchez, A., Napolitano, C., Buitrago-Torres, D. L., Ramírez-Chaves, H. E., Pulido-Santacruz, P., ... & Eizirik, E. (2023). Extensive phylogenomic discordance and the complex evolutionary history of the Neotropical cat genus Leopardus. Molecular Biology and Evolution, 40(12), msad255."
Leopardus_colocola,Leopardus_garleppi,split from L. colocola,split,"Cossíos D., Lucherini M., Ruiz-García M. & Angers B. 2009. Influence of ancient glacial periods on the Andean fauna: the case of the pampas cat (Leopardus colocolo). BMC Evolutionary Biology 9: 68.|Nascimento, F. O. D., Cheng, J., & Feijó, A. (2020). Taxonomic revision of the pampas cat Leopardus colocola complex (Carnivora: Felidae): an integrative approach. Zoological Journal of the Linnean Society.|Lescroart, J., Bonilla-Sánchez, A., Napolitano, C., Buitrago-Torres, D. L., Ramírez-Chaves, H. E., Pulido-Santacruz, P., ... & Eizirik, E. (2023). Extensive phylogenomic discordance and the complex evolutionary history of the Neotropical cat genus Leopardus. Molecular Biology and Evolution, 40(12), msad255."
Leopardus_colocola,Leopardus_munoai,split from L. colocola,split,"Cossíos D., Lucherini M., Ruiz-García M. & Angers B. 2009. Influence of ancient glacial periods on the Andean fauna: the case of the pampas cat (Leopardus colocolo). BMC Evolutionary Biology 9: 68.|Nascimento, F. O. D., Cheng, J., & Feijó, A. (2020). Taxonomic revision of the pampas cat Leopardus colocola complex (Carnivora: Felidae): an integrative approach. Zoological Journal of the Linnean Society."
Leopardus_colocola,Leopardus_pajeros,split from L. colocola,split,"Cossíos D., Lucherini M., Ruiz-García M. & Angers B. 2009. Influence of ancient glacial periods on the Andean fauna: the case of the pampas cat (Leopardus colocolo). BMC Evolutionary Biology 9: 68.|Nascimento, F. O. D., Cheng, J., & Feijó, A. (2020). Taxonomic revision of the pampas cat Leopardus colocola complex (Carnivora: Felidae): an integrative approach. Zoological Journal of the Linnean Society.|Lescroart, J., Bonilla-Sánchez, A., Napolitano, C., Buitrago-Torres, D. L., Ramírez-Chaves, H. E., Pulido-Santacruz, P., ... & Eizirik, E. (2023). Extensive phylogenomic discordance and the complex evolutionary history of the Neotropical cat genus Leopardus. Molecular Biology and Evolution, 40(12), msad255."
Leopoldamys_edwardsi,Leopoldamys_hainanensis,split from L. edwardsi,split,"Li, H., Kong, L., Wang, K., Zhang, S., Motokawa, M., Wu, Y., ... & Li, Y. (2019). Molecular phylogeographic analyses and species delimitations reveal that Leopoldamys edwardsi (Rodentia: Muridae) is a species complex. Integrative zoology, 14(5), 494-505."
Lepus_californicus,Lepus_altamirae,split from L. californicus,split,"Vargas, K., Brown, D., Wisely, E., & Culver, M. (2019). Reinstatement of the Tamaulipas white-sided jackrabbit, Lepus altamirae, based on DNA sequence data. Revista Mexicana de Biodiversidad, 90, e902520."
Lichonycteris_obscura,Lichonycteris_degener,split from L. obscura,split,"Griffiths, T. A., & A. L. Gardner. 2008. Subfamily Glossophaginae Bonaparte, 1845. Pp. 224-244 in Mammals of South America. Volume 1. Marsupials, Xenarthrans, Shrews, and Bats (Gardner, A. L., ed.). The University of Chicago Press. Chicago."
Lutra_lutra,Lutra_nippon,split from L. lutra,split,"Park, H. C., Kurihara, N., Kim, K. S., Min, M. S., Han, S., Lee, H., & Kimura, J. (2019). What is the taxonomic status of East Asian otter species based on molecular evidence?: focus on the position of the Japanese otter holotype specimen from museum. Animal cells and systems, 23(3), 228-234."
Marmosa_regina,Marmosa_germana,split from M. regina,split,"Voss, R. S., Gutiérrez, E. E., Solari, S., Rossi, R. V., & Jansa, S. A. (2014). Phylogenetic relationships of mouse opossums (Didelphidae, Marmosa) with a revised subgeneric classification and notes on sympatric diversity. American Museum Novitates, 2014(3817), 1-27.|Voss, R. S., Fleck, D. W., & Jansa, S. A. (2019). Mammalian diversity and Matses ethnomammalogy in Amazonian Peru Part 3: Marsupials (Didelphimorphia). Bulletin of the American Museum of Natural History, 2019(432), 1-90.|Voss, R. S., Giarla, T. C., Díaz-Nieto, J. F., & Jansa, S. A. (2020). A revision of the didelphid marsupial genus Marmosa. Part 2, Species of the rapposa group (subgenus Micoureus). Bulletin of the American Museum of Natural History, 439, 1-59.|Voss, R. S. & Giarla, T. C. (2021) A revision of the didelphid Marsupial genus Marmosa Part 3. A new species from Western Amazonia, with the redescription of M. perplexa Anthony, 1922, and M. germana O. Thomas, 1904. American Museum Novitates, 3969, 1-28."
Marmosa_demerarae,Marmosa_limae,split from M. demerarae,split,"Voss, Robert S., et al. ""A revision of the didelphid marsupial genus Marmosa. Part 2, Species of the rapposa group (subgenus Micoureus).(Bulletin of the American Museum of Natural History, no. 439)."" (2020)."
Marmosa_demerarae,Marmosa_meridae,split from M. demerarae,split,"Voss, Robert S., et al. ""A revision of the didelphid marsupial genus Marmosa. Part 2, Species of the rapposa group (subgenus Micoureus).(Bulletin of the American Museum of Natural History, no. 439)."" (2020)."
Marmosa_regina,Marmosa_parda,split from M. regina,split,"Voss, R. S., Gutiérrez, E. E., Solari, S., Rossi, R. V., & Jansa, S. A. (2014). Phylogenetic relationships of mouse opossums (Didelphidae, Marmosa) with a revised subgeneric classification and notes on sympatric diversity. American Museum Novitates, 2014(3817), 1-27.|Voss, Robert S., et al. ""A revision of the didelphid marsupial genus Marmosa. Part 2, Species of the rapposa group (subgenus Micoureus).(Bulletin of the American Museum of Natural History, no. 439)."" (2020)."
Marmosa_phaea,Marmosa_perplexa,split from M. phaea,split,"Voss, R. S., Gutiérrez, E. E., Solari, S., Rossi, R. V., & Jansa, S. A. (2014). Phylogenetic relationships of mouse opossums (Didelphidae, Marmosa) with a revised subgeneric classification and notes on sympatric diversity. American Museum Novitates, 2014(3817), 1-27.|Voss, Robert S., et al. ""A revision of the didelphid marsupial genus Marmosa. Part 2, Species of the rapposa group (subgenus Micoureus).(Bulletin of the American Museum of Natural History, no. 439)."" (2020).|Voss, R. S. & Giarla, T. C. (2021) A revision of the didelphid Marsupial genus Marmosa Part 3. A new species from Western Amazonia, with the redescription of M. perplexa Anthony, 1922, and M. germana O. Thomas, 1904. American Museum Novitates, 3969, 1-28.|Voss, R. S. (2022). An Annotated Checklist of Recent Opossums (Mammalia: Didelphidae). Bulletin of the American Museum of Natural History, 455(1), 1-76."
Marmosa_regina,Marmosa_rapposa,split from M. regina,split,"Voss, R. S., Gutiérrez, E. E., Solari, S., Rossi, R. V., & Jansa, S. A. (2014). Phylogenetic relationships of mouse opossums (Didelphidae, Marmosa) with a revised subgeneric classification and notes on sympatric diversity. American Museum Novitates, 2014(3817), 1-27.|Voss, R. S., Fleck, D. W., & Jansa, S. A. (2019). Mammalian diversity and Matses ethnomammalogy in Amazonian Peru Part 3: Marsupials (Didelphimorphia). Bulletin of the American Museum of Natural History, 2019(432), 1-90.|Voss, R. S., Giarla, T. C., Díaz-Nieto, J. F., & Jansa, S. A. (2020). A revision of the didelphid marsupial genus Marmosa. Part 2, Species of the rapposa group (subgenus Micoureus). Bulletin of the American Museum of Natural History, 439, 1-59.|Giarla, T. C. & Voss, R S. (2020). On the identity of Victoria's mouse opossum, Marmosa regina Thomas, 1898. American Museum Novitates, 3960, 1-16."
Marmosa_regina,Marmosa_rutteri,split from M. regina,split,"Voss, R. S., Gutiérrez, E. E., Solari, S., Rossi, R. V., & Jansa, S. A. (2014). Phylogenetic relationships of mouse opossums (Didelphidae, Marmosa) with a revised subgeneric classification and notes on sympatric diversity. American Museum Novitates, 2014(3817), 1-27.|Voss, R. S., Fleck, D. W., & Jansa, S. A. (2019). Mammalian diversity and Matses ethnomammalogy in Amazonian Peru Part 3: Marsupials (Didelphimorphia). Bulletin of the American Museum of Natural History, 2019(432), 1-90.|Voss, R. S., Giarla, T. C., Díaz-Nieto, J. F., & Jansa, S. A. (2020). A revision of the didelphid marsupial genus Marmosa. Part 2, Species of the rapposa group (subgenus Micoureus). Bulletin of the American Museum of Natural History, 439, 1-59.|Giarla, T. C. & Voss, R S. (2020). On the identity of Victoria's mouse opossum, Marmosa regina Thomas, 1898. American Museum Novitates, 3960, 1-16."
Megaerops_wetmorei,Megaerops_albicollis,split from M. wetmorei,split,"Wilson, D. E. & Mittermeier, R. A.Handbook of the Mammals of the World. 9. Bats. Lynx Edicions, Barcelona.|Almeida, F. C., Simmons, N. B., & Giannini, N. P. (2020). A Species-level Phylogeny of Old World Fruit Bats with a New Higher-level Classification of the Family Pteropodidae. American Museum Novitates, 2020(3950), 1-24."
Melogale_moschata,Melogale_subaurantiaca,split from M. moschata,split,"Rozhnov, V. V., M. P. Korablev, and A. V. Abramov. ""Systematics and distribution of ferret badgers Melogale (Mammalia, Mustelidae) in Vietnam: first genetic data."" Doklady Biological Sciences. Vol. 485. No. 1. Pleiades Publishing, 2019."
Meriones_meridianus,Meriones_penicilliger,split from M. meridianus,split,"Nanova, O. G., Lebedev, V. S., Matrosova, V. A., Adiya, Y., Undrakhbayar, E., Surov, A. V., & Shenbrot, G. I. (2020). Phylogeography, phylogeny, and taxonomical revision of the Midday jird (Meriones meridianus) species complex from Dzungaria. Journal of Zoological Systematics and Evolutionary Research."
Meriones_meridianus,Meriones_psammophilus,split from M. meridianus,split,"Nanova, O. (2014). Geographical variation in the cranial measurements of the midday jird Meriones meridianus (Rodentia: Muridae) and its taxonomic implications. Journal of Zoological Systematics and Evolutionary Research, 52(1), 75-85.|Nanova, O. G., Lebedev, V. S., Matrosova, V. A., Adiya, Y., Undrakhbayar, E., Surov, A. V., & Shenbrot, G. I. (2020). Phylogeography, phylogeny, and taxonomical revision of the Midday jird (Meriones meridianus) species complex from Dzungaria. Journal of Zoological Systematics and Evolutionary Research."
Mesechinus_hughi,Mesechinus_miodon,split from M. hughi,split,"Ai, H. S., He, K., Chen, Z. Z., Li, J. Q., Wan, T., Li, Q., ... & Jiang, X. L. (2018). Taxonomic revision of the genus Mesechinus (Mammalia: Erinaceidae) with description of a new species. Zoological research, 39(5), 335-347."
Metachirus_nudicaudatus,Metachirus_myosuros,split from M. nudicaudatus,split,"Voss, R. S., Fleck, D. W., & Jansa, S. A. (2019). Mammalian diversity and Matses ethnomammalogy in Amazonian Peru Part 3: Marsupials (Didelphimorphia). Bulletin of the American Museum of Natural History, 2019(432), 1-90."
Micromys_minutus,Micromys_erythrotis,split from M. minutus,split,"Abramov, A. V., Meschersky, I. G., & Rozhnov, V. V. (2009). On the taxonomic status of the harvest mouse Micromys minutus (Rodentia: Muridae) from Vietnam. Zootaxa, 2199(1), 58-68."
Microtus_pennsylvanicus,Microtus_drummondii,split from M. pennsylvanicus,split,"Jackson, D. J., & Cook, J. A. (2020). A precarious future for distinctive peripheral populations of meadow voles (Microtus pennsylvanicus). Journal of Mammalogy, 101(1), 36-51."
Microtus_pennsylvanicus,Microtus_dukecampbelli,split from M. pennsylvanicus,split,"Jackson, D. J., & Cook, J. A. (2020). A precarious future for distinctive peripheral populations of meadow voles (Microtus pennsylvanicus). Journal of Mammalogy, 101(1), 36-51."
Miniopterus_fuliginosus,Miniopterus_blepotis,split from M. fuliginosus,split,"Tian, L., Liang, B., Maeda, K., Metzner, W., & Zhang, Z. (2004). Molecular studies on the classification of Miniopterus schreibersii (Chiroptera: Vespertilionidae) inferred from mitochondrial cytochrome b sequences. Folia Zoologica-Praha, 53(3), 303-311.|Miller-Butterworth, C. M., Murphy, W. J., O'Brien, S. J., Jacobs, D. S., Springer, M. S., & Teeling, E. C. (2007). A family matter: conclusive resolution of the taxonomic position of the long-fingered bats, Miniopterus. Molecular Biology and Evolution, 24(7), 1553-1561.|Wilson D.E. & Mittermeier R.A. 2019. Handbook of the mammals of the world. Vol. 9. Bats. Lynx Edicions, Barcelona."
Miniopterus_schreibersii,Miniopterus_eschscholtzii,split from M. schreibersii,split,"Miller-Butterworth, C. M., Murphy, W. J., O'Brien, S. J., Jacobs, D. S., Springer, M. S., & Teeling, E. C. (2007). A family matter: conclusive resolution of the taxonomic position of the long-fingered bats, Miniopterus. Molecular Biology and Evolution, 24(7), 1553-1561.|Wilson D.E. & Mittermeier R.A. 2019. Handbook of the mammals of the world. Vol. 9. Bats. Lynx Edicions, Barcelona."
Miniopterus_schreibersii,Miniopterus_villiersi,split from M. schreibersii,split,"Miller-Butterworth, C. M., Murphy, W. J., O'Brien, S. J., Jacobs, D. S., Springer, M. S., & Teeling, E. C. (2007). A family matter: conclusive resolution of the taxonomic position of the long-fingered bats, Miniopterus. Molecular Biology and Evolution, 24(7), 1553-1561.|Monadjem, A., Shapiro, J. T., Richards, L. R., Karabulut, H., Crawley, W., Nielsen, I. B., ... & Mourier, T. (2019). Systematics of West African Miniopterus with the description of a new species. Acta Chiropterologica, 21(2), 237-256."
Mogera_wogura,Mogera_robusta,split from M. wogura,split,"Zemlemerova, E., Abramov, A., Kryukov, A., Lebedev, V., Min, M. S., Lee, S. J., & Bannikova, A. (2019). Genetic and morphologic diversity of the moles (Talpomorpha, Talpidae, Mogera) from the continental Far East. Journal of Zoological Systematics and Evolutionary Research, 57(3), 662-678."
Molossus_currentium,Molossus_bondae,split from M. currentium,split,"Loureiro, L. O., Engstrom, M. D., & Lim, B. K. (2020). Single nucleotide polymorphisms (SNPs) provide unprecedented resolution of species boundaries, phylogenetic relationships, and genetic diversity in the mastiff bats (Molossus). Molecular Phylogenetics and Evolution, 143, 106690."
Molossus_rufus,Molossus_fluminensis,split from M. rufus,split,"Loureiro, L. O., Engstrom, M. D., & Lim, B. K. (2020). Single nucleotide polymorphisms (SNPs) provide unprecedented resolution of species boundaries, phylogenetic relationships, and genetic diversity in the mastiff bats (Molossus). Molecular Phylogenetics and Evolution, 143, 106690."
Molossus_molossus,Molossus_milleri,split from M. molossus,split,"Loureiro, L. O., Engstrom, M., Lim, B., González, C. L., & Juste, J. (2019). Not all Molossus are created equal: genetic variation in the mastiff bat reveals diversity masked by conservative morphology. Acta Chiropterologica, 21(1), 51-64."
Molossus_rufus,Molossus_nigricans,split from M. rufus,split,"Loureiro, L. O., Engstrom, M. D., & Lim, B. K. (2020). Single nucleotide polymorphisms (SNPs) provide unprecedented resolution of species boundaries, phylogenetic relationships, and genetic diversity in the mastiff bats (Molossus). Molecular Phylogenetics and Evolution, 143, 106690."
Molossus_molossus,Molossus_verrilli,split from M. molossus,split,"Loureiro, L. O., Engstrom, M., Lim, B., González, C. L., & Juste, J. (2019). Not all Molossus are created equal: genetic variation in the mastiff bat reveals diversity masked by conservative morphology. Acta Chiropterologica, 21(1), 51-64."
Myotis_nigricans,Myotis_carteri,split from M. nigricans,split,"Ceballos, G. (Ed.). (2014). Mammals of Mexico. JHU Press."
Myotis_nattereri,Myotis_hoveli,split from M. nattereri,split,"Çoraman, E., Dietz, C., Hempel, E., Ghazaryan, A., Levin, E., Presetnik, P., ... & Mayer, F. (2019). Reticulate evolutionary history of a Western Palaearctic Bat Complex explained by multiple mt DNA introgressions in secondary contacts. Journal of Biogeography, 46(2), 343-354.|Kruskop, S. V. and Solovyeva, E. N. (2020). Validating the relationships: which species of Myotis ""nattereri"" group (Chiroptera: Vespertilionidae) actually inhabits the Caucasus. Mammali, 1-10.|Uvizl, M., & Benda, P. (2021). Diversity and distribution of the Myotis nattereri complex (Chiroptera: Vespertilionidae) in the Middle East: filling the gaps. Mammalian Biology, 1-15."
Myotis_frater,Myotis_longicaudatus,split from M. frater,split,"Ruedi, M., Csorba, G., Lin, L. K., & Chou, C. H. (2015). Molecular phylogeny and morphological revision of Myotis bats (Chiroptera: Vespertilionidae) from Taiwan and adjacent China. Zootaxa, 3920(1), 301-342."
Myotis_nattereri,Myotis_tschuliensis,split from M. nattereri,split,"Çoraman, E., Dietz, C., Hempel, E., Ghazaryan, A., Levin, E., Presetnik, P., ... & Mayer, F. (2019). Reticulate evolutionary history of a Western Palaearctic Bat Complex explained by multiple mt DNA introgressions in secondary contacts. Journal of Biogeography, 46(2), 343-354.|Kruskop, S. V. and Solovyeva, E. N. (2020). Validating the relationships: which species of Myotis ""nattereri"" group (Chiroptera: Vespertilionidae) actually inhabits the Caucasus. Mammali, 1-10.|Uvizl, M., & Benda, P. (2021). Diversity and distribution of the Myotis nattereri complex (Chiroptera: Vespertilionidae) in the Middle East: filling the gaps. Mammalian Biology, 1-15."
Nemorhaedus_baileyi,Naemorhedus_cranbrooki,split from N. baileyi,split,"Mori, E., Nerva, L., & Lovari, S. (2019). Reclassification of the serows and gorals: the end of a neverending story?. Mammal Review, 49(3), 256-262.|Li, G., Sun, N., Swa, K., Zhang, M., Lwin, Y. H., & Quan, R. C. (2020). Phylogenetic reassessment of gorals with new evidence from northern Myanmar reveals five distinct species. Mammal Review, 1-9.|Joshi, B. D., Singh, V. K., Singh, H., Bhattacharjee, S., Singh, A., Singh, S. K., ... & Thakur, M. (2022). Revisiting taxonomic disparities in the genus Naemorhedus: new insights from Indian Himalayan Region. Mammalia."
Natalus_mexicanus,Natalus_lanatus,split from N. mexicanus,split,"Tejedor, A. (2005). A new species of funnel-eared bat (Natalidae: Natalus) from Mexico. Journal of Mammalogy, 86(6), 1109-1120."
Neomys_anomalus,Neomys_milleri,split from N. anomalus,split,"Igea, J., Aymerich, P., Bannikova, A. A., Gosálbez, J., & Castresana, J. (2015). Multilocus species trees and species delimitation in a temporal context: application to the water shrews of the genus Neomys. BMC evolutionary biology, 15(1), 209."
Neophocaena_asiaeorientalis,Neophocaena_sunameri,split from N. asiaeorientalis,split,"Wang, J.Y., Frasier, T.R., Yang, S.C. and White, B.N. 2008. Detecting recent speciation events: the case of the finless porpoise (genus Neophocaena). Heredity 101: 145-155.|Jefferson, T. A., & Wang, J. Y. (2011). Revision of the taxonomy of finless porpoises (genus Neophocaena): the existence of two species. Journal of Marine Animals and Their Ecology, 4(1), 3-16.|Zhou, X., Guang, X., Sun, D., Xu, S., Li, M., Seim, I., ... & Gao, Q. (2018). Population genomics of finless porpoises reveal an incipient cetacean species adapted to freshwater. Nature communications, 9(1), 1-8."
Niviventer_huang,Niviventer_mekongis,split from N. huang,split,"Balakirev, A. E., Abramov, A. V., & Rozhnov, V. V. (2011). Taxonomic revision of Niviventer (Rodentia, Muridae) from Vietnam: a morphological and molecular approach. Russian Journal of Theriology, 10(1), 1-26.|Ge, D., Feijó, A., Abramov, A. V., Wen, Z., Liu, Z., Cheng, J., ... & Yang, Q. (2020). Molecular phylogeny and morphological diversity of the Niviventer fulvescens species complex with emphasis on species from China. Zoological Journal of the Linnean Society, zlaa040."
Niviventer_andersoni,Niviventer_pianmaensis,split from N. andersoni,split,"Li, S., & Yang, J. (2009). Geographic variation of the Anderson s Niviventer (Niviventer andersoni)(Thomas, 1911)(Rodentia: Muridae) of two new subspecies in China verified with cranial morphometric variables and pelage characteristics. Zootaxa, 2196(1), 48-58.|Ge, D., Lu, L., Xia, L., Du, Y., Wen, Z., Cheng, J., ... & Yang, Q. (2018). Molecular phylogeny, morphological diversity, and systematic revision of a species complex of common wild rat species in China (Rodentia, Murinae). Journal of Mammalogy, 99(6), 1350-1374."
Niviventer_bukit,Niviventer_sacer,split from N. bukit,split,"Li, Y., Li, Y., Li, H., Wang, J., Rong, X., & Li, Y. (2020). Niviventer confucianus sacer (Rodentia, Muridae) is a distinct species based on molecular, karyotyping, and morphological evidence. ZooKeys, 959, 137-159.Ge, D., Lu, L., Xia, L., Du, Y., Wen, Z., Cheng, J., ... & Yang, Q. (2018). Molecular phylogeny, morphological diversity, and systematic revision of a species complex of common wild rat species in China (Rodentia, Murinae). Journal of Mammalogy, 99(6), 1350-1374.|"
