MDDv1.0_name,MDDv2.0_name,Comments,Category,References
Histiotus_macrotus,Histiotus_colombiae,split from H. macrotus,split,"Rodríguez-Posada, M. E., Morales-Martínez, D. M., Ramírez-Chaves, H. E., Martínez-Medina, D., & Calderón-Acevedo, C. A. (2021). A new species of Long-eared Brown Bat of the genus Histiotus (Chiroptera) and the revalidation of Histiotus colombiae. Caldasia, 43(2)."
Holochilus_sciureus,Holochilus_nanus,split from H. sciureus,split,"Prado, J. R., Knowles, L. L., & Percequillo, A. R. (2021). A new species of South America marsh rat (Holochilus, Cricetidae) from northeastern Brazil. Journal of Mammalogy, XX(X), 1-19.|do Prado, J. R., Knowles, L. L., & Percequillo, A. R. (2021). New species boundaries and the diversification history of marsh rat taxa clarify historical connections among ecologically and geographically distinct wetlands of South America. Molecular Phylogenetics and Evolution, 155, 106992."
Hybomys_univittatus,Hybomys_rufocanus,split from H. univittatus,split,"Missoup, A. D., Yemchui, G. D., Denys, C., & Nicolas, V. (2018). Molecular phylogenetic analyses indicate paraphyly of the genus Hybomys (Rodentia: Muridae): Taxonomic implications. Journal of Zoological Systematics and Evolutionary Research, 56(3), 444-452."
Hylomys_suillus,Hylomys_dorsalis,split from H. suillus,split,"Abd Wahab, M. F., Motokawa, M., & Anwarali Khan, F. A. (2022). Phylogenetic relationships and morphological variation of Gymnures (Galericidae: Hylomys) from Genting Highlands, Pahang, Malaysia. Sains Malaysiana, 51(10), 3125-3141.|Hinckley, A., Camacho-Sanchez, M., Chua, M. A., Ruedi, M., Lunde, D., Maldonado, J. E., ... & Hawkins, M. T. (2023). An integrative taxonomic revision of lesser gymnures (Eulipotyphla: Hylomys) reveals five new species and emerging patterns of local endemism in Tropical East Asia. Zoological Journal of the Linnean Society, zlad177."
Hylomys_suillus,Hylomys_maxi,split from H. suillus,split,"Abd Wahab, M. F., Motokawa, M., & Anwarali Khan, F. A. (2022). Phylogenetic relationships and morphological variation of Gymnures (Galericidae: Hylomys) from Genting Highlands, Pahang, Malaysia. Sains Malaysiana, 51(10), 3125-3141.|Hinckley, A., Camacho-Sanchez, M., Chua, M. A., Ruedi, M., Lunde, D., Maldonado, J. E., ... & Hawkins, M. T. (2023). An integrative taxonomic revision of lesser gymnures (Eulipotyphla: Hylomys) reveals five new species and emerging patterns of local endemism in Tropical East Asia. Zoological Journal of the Linnean Society, zlad177."
Hylomys_suillus,Hylomys_peguensis,split from H. suillus,split,"Hinckley, A., Camacho-Sanchez, M., Chua, M. A., Ruedi, M., Lunde, D., Maldonado, J. E., ... & Hawkins, M. T. (2023). An integrative taxonomic revision of lesser gymnures (Eulipotyphla: Hylomys) reveals five new species and emerging patterns of local endemism in Tropical East Asia. Zoological Journal of the Linnean Society, zlad177."
Hylopetes_alboniger,Priapomys_leonardi,split from H. alboniger,split,"Li, Q., Cheng, F., Jackson, S. M., Helgen, K. M., Song, W. Y., Liu, S. Y., ... & Jiang, X. L. (2021). Phylogenetic and morphological significance of an overlooked flying squirrel (Pteromyini, Rodentia) from the eastern Himalayas with the description of a new genus. Zoological research, 42(4), 389-400."
Hypsugo_crassulus,Nycticeinops_bellieri,split from H. crassulus,split,"Hutterer, R., Decher, J., Monadjem, A., & Astrin, J. (2019). A new genus and species of vesper bat from West Africa, with notes on Hypsugo, Neoromicia, and Pipistrellus (Chiroptera: Vespertilionidae). Acta Chiropterologica, 21(1), 1-22.|Monadjem, A., Richards, L. R., Decher, J., Hutterer, R., Mamba, M. L., Guyton, J., Naskrecki, P., Markotter, W., Wipfler, B., Kropff, A. S., & Dalton, D. L (2020) A phylogeny for African Pipistrellus species with the description of a new species from West Africa (Mammalia: Chiroptera). Zoological Journal of the Linneaen Society, zlaa068.|Monadjem, A., T. C. Demos, D. L. Dalton, P. W. Webala, S. Musila, J. C. K. Peterhans and B. D. Patterson (2021). A revision of pipistrelle-like bats (Mammalia: Chiroptera: Vespertilionidae) in East Africa with the description of new genera and species. Zoological Journal of the Linnean Society 191(4): 1114–1146."
Ichthyomys_stolzmanni,Ichthyomys_orientalis,split from I. stolzmanni,split,"Salazar-Bravo, J., Tinoco, N., Zeballos, H., Brito, J., Arenas-Viveros, D., Marín-C, D., ... & Pardiñas, U. F. (2023). Systematics and diversification of the Ichthyomyini (Cricetidae, Sigmodontinae) revisited: evidence from molecular, morphological, and combined approaches. PeerJ, 11, e14319."
Inia_geoffrensis,Inia_humboldtiana,split from I. geoffrensis,split,"Cañizales, I. (2020). Morfología del cráneo de Inia geoffrensis humboldtiana Pilleri & Gihr, 1977 (Cetacea: Iniidae): un análisis morfométrico y taxonómico. Graellsia, 76(2), 115.|Emin-Lima, R., Machado, F. A., Siciliano, S., Gravena, W., Aliaga-Rossel, E., de Sousa e Silva, J., ... & de Oliveira, L. R. (2022). Morphological disparity in the skull of Amazon River dolphins of the genus Inia (Cetacea, Iniidae) is inconsistent with a single taxon. Journal of Mammalogy.|Tenille, A. F. C. J. S., e Silva, D. J. D. S., & de Oliveira, J. L. R. New genetic data extend the range of river dolphins Inia in the Amazon Delta."
Isoodon_obesulus,Isoodon_fusciventer,split from I. obesulus,split,"Travouillon, K. J., & Phillips, M. J. (2018). Total evidence analysis of the phylogenetic relationships of bandicoots and bilbies (Marsupialia: Peramelemorphia): reassessment of two species and description of a new species. Zootaxa, 4378(2), 224-256."
Isoodon_obesulus,Isoodon_peninsulae,split from I. obesulus,split,"Westerman, M., Kear, B. P., Aplin, K., Meredith, R. W., Emerling, C., & Springer, M. S. (2012). Phylogenetic relationships of living and recently extinct bandicoots based on nuclear and mitochondrial DNA sequences. Molecular Phylogenetics and Evolution, 62(1), 97-108.|Burbidge, A. A., Eldridge, M. D. B., Groves, C., Harrison, P. L., Jackson, S. M., Reardon, T. B., Westerman, M., & Woinarski, J. C. Z. (2014). A list of native Australian mammal species and subspecies. pp. 15–32, in J. C. Z. Woinarski, A. A. Burbidge, & P. L. Harrison (eds.) The Action Plan for Australian Mammals 2012. CSIRO Publishing, Melbourne.|Jackson, S. M., & Groves, C. (2015). Taxonomy of Australian mammals. CSIRO Publishing, Austalia, Clayton."
Kerivoula_hardwickii,Kerivoula_crypta,split from K. hardwickii,split,"Tu, V. T., Hassanin, A., Furey, N. M., Son, N. T., & Csorba, G. (2018). Four species in one: multigene analyses reveal phylogenetic patterns within Hardwicke's woolly bat, Kerivoula hardwickii-complex (Chiroptera, Vespertilionidae) in Asia. Hystrix, the Italian Journal of Mammalogy, 29(1), 111-121."
Kerivoula_hardwickii,Kerivoula_malpasi,split from K. hardwickii,split,"Tu, V. T., Hassanin, A., Furey, N. M., Son, N. T., & Csorba, G. (2018). Four species in one: multigene analyses reveal phylogenetic patterns within Hardwicke's woolly bat, Kerivoula hardwickii-complex (Chiroptera, Vespertilionidae) in Asia. Hystrix, the Italian Journal of Mammalogy, 29(1), 111-121."
Kerivoula_whiteheadi,Kerivoula_pusilla,split from K. whiteheadi,split,"Sedlock, J. L., Heaney, L. R., Balete, D. S., & Ruedi, M. (2020). Philippine bats of the genus Kerivoula (Chiroptera: Vespertilionidae): Overview and assessment of variation in K. pellucida and K. whiteheadi. Zootaxa, 4755(3), 454-490."
Lemmus_sibiricus,Lemmus_novosibiricus,split from L. sibiricus,split,"Spitsyn, V. M., Bolotov, I. N., Kondakov, A. V., Klass, A. L., Mizin, I. A., Tomilova, A. A., Zubrii, N. A., & Gofarov, M. Y. (2021). A new Norwegian Lemming subspecies from Novaya Zemlya, Arctic Russia. Ecologica Montenegrina, 40, 93-117.|Kryštufek, B., & Shenbrot, G. (2022). Voles and Lemmings (Arvicolinae) of the Palaearctic Region. University of Maribor Press, Maribor.|Abramson, N. I., & Petrova, T. V. (2018). Genetic analysis of type material of the Amur lemming resolves nomenclature issues and creates challenges for the taxonomy of true lemmings (Lemmus, Rodentia: Cricetidae) in the eastern Palearctic. Zoological Journal of the Linnean Society, 182(2), 465-477.|Abramson, N., Petrova, T., & Dokuchaev, N. (2022). Analysis of “historical” DNA of museum samples resolve taxonomic, nomenclature and biogeography issues: case study of true lemmings. Biological Communications, 67(4), 340-348.|Kryštufek, B., & Shenbrot, G. I. (2023). The name-bearing type is essential for the objective identification of a taxonomic name: the message from the lectotypification of Lemmus obensis bungei. Mammalia, XX(XX), XX-XX."
Lemmus_trimucronatus,Lemmus_nigripes,split from L. trimucronatus,split,"Spitsyn, V. M., Bolotov, I. N., Kondakov, A. V., Klass, A. L., Mizin, I. A., Tomilova, A. A., Zubrii, N. A., & Gofarov, M. Y. (2021). A new Norwegian Lemming subspecies from Novaya Zemlya, Arctic Russia. Ecologica Montenegrina, 40, 93-117.|Kryštufek, B., & Shenbrot, G. (2022). Voles and Lemmings (Arvicolinae) of the Palaearctic Region. University of Maribor Press, Maribor.|Abramson, N., Petrova, T., & Dokuchaev, N. (2022). Analysis of “historical” DNA of museum samples resolve taxonomic, nomenclature and biogeography issues: case study of true lemmings. Biological Communications, 67(4), 340-348.|Kryštufek, B., & Shenbrot, G. I. (2023). The name-bearing type is essential for the objective identification of a taxonomic name: the message from the lectotypification of Lemmus obensis bungei. Mammalia, XX(XX), XX-XX."
Leopardus_colocola,Leopardus_braccatus,split from L. colocola,split,"Cossíos D., Lucherini M., Ruiz-García M. & Angers B. 2009. Influence of ancient glacial periods on the Andean fauna: the case of the pampas cat (Leopardus colocolo). BMC Evolutionary Biology 9: 68.|Nascimento, F. O. D., Cheng, J., & Feijó, A. (2020). Taxonomic revision of the pampas cat Leopardus colocola complex (Carnivora: Felidae): an integrative approach. Zoological Journal of the Linnean Society.|Lescroart, J., Bonilla-Sánchez, A., Napolitano, C., Buitrago-Torres, D. L., Ramírez-Chaves, H. E., Pulido-Santacruz, P., ... & Eizirik, E. (2023). Extensive phylogenomic discordance and the complex evolutionary history of the Neotropical cat genus Leopardus. Molecular Biology and Evolution, 40(12), msad255."
Leopardus_colocola,Leopardus_fasciatus,split from L. colocola,split,"Cossíos D., Lucherini M., Ruiz-García M. & Angers B. 2009. Influence of ancient glacial periods on the Andean fauna: the case of the pampas cat (Leopardus colocolo). BMC Evolutionary Biology 9: 68.|Nascimento, F. O. D., Cheng, J., & Feijó, A. (2020). Taxonomic revision of the pampas cat Leopardus colocola complex (Carnivora: Felidae): an integrative approach. Zoological Journal of the Linnean Society.|Martínez-Lanfranco, J. A., & González, E. M. (2022). The oldest available name for the pampas cat of the Uruguayan Savannah ecoregion is Leopardus fasciatus (Larrañaga 1923). Therya, 13(3), 259-264.|Lescroart, J., Bonilla-Sánchez, A., Napolitano, C., Buitrago-Torres, D. L., Ramírez-Chaves, H. E., Pulido-Santacruz, P., ... & Eizirik, E. (2023). Extensive phylogenomic discordance and the complex evolutionary history of the Neotropical cat genus Leopardus. Molecular Biology and Evolution, 40(12), msad255."
Leopardus_colocola,Leopardus_garleppi,split from L. colocola,split,"Cossíos D., Lucherini M., Ruiz-García M. & Angers B. 2009. Influence of ancient glacial periods on the Andean fauna: the case of the pampas cat (Leopardus colocolo). BMC Evolutionary Biology 9: 68.|Nascimento, F. O. D., Cheng, J., & Feijó, A. (2020). Taxonomic revision of the pampas cat Leopardus colocola complex (Carnivora: Felidae): an integrative approach. Zoological Journal of the Linnean Society.|Lescroart, J., Bonilla-Sánchez, A., Napolitano, C., Buitrago-Torres, D. L., Ramírez-Chaves, H. E., Pulido-Santacruz, P., ... & Eizirik, E. (2023). Extensive phylogenomic discordance and the complex evolutionary history of the Neotropical cat genus Leopardus. Molecular Biology and Evolution, 40(12), msad255."
Leopardus_colocola,Leopardus_pajeros,split from L. colocola,split,"Cossíos D., Lucherini M., Ruiz-García M. & Angers B. 2009. Influence of ancient glacial periods on the Andean fauna: the case of the pampas cat (Leopardus colocolo). BMC Evolutionary Biology 9: 68.|Nascimento, F. O. D., Cheng, J., & Feijó, A. (2020). Taxonomic revision of the pampas cat Leopardus colocola complex (Carnivora: Felidae): an integrative approach. Zoological Journal of the Linnean Society.|Lescroart, J., Bonilla-Sánchez, A., Napolitano, C., Buitrago-Torres, D. L., Ramírez-Chaves, H. E., Pulido-Santacruz, P., ... & Eizirik, E. (2023). Extensive phylogenomic discordance and the complex evolutionary history of the Neotropical cat genus Leopardus. Molecular Biology and Evolution, 40(12), msad255."
Leopardus_tigrinus,Leopardus_pardinoides,split from L. tigrinus,split,"de Oliveira, T. G., Fox-Rosales, L. A., Ramírez-Fernández, J. D., Cepeda-Duque, J. C., Zug, R., Sanchez-Lalinde, C., ... & Rodrigues, F. H. (2024). Ecological modeling, biogeography, and phenotypic analyses setting the tiger cats’ hyperdimensional niches reveal a new species. Scientific Reports, 14(1), 2395."
Leopoldamys_edwardsi,Leopoldamys_hainanensis,split from L. edwardsi,split,"Li, H., Kong, L., Wang, K., Zhang, S., Motokawa, M., Wu, Y., ... & Li, Y. (2019). Molecular phylogeographic analyses and species delimitations reveal that Leopoldamys edwardsi (Rodentia: Muridae) is a species complex. Integrative zoology, 14(5), 494-505."
Lepus_californicus,Lepus_altamirae,split from L. californicus,split,"Vargas, K., Brown, D., Wisely, E., & Culver, M. (2019). Reinstatement of the Tamaulipas white-sided jackrabbit, Lepus altamirae, based on DNA sequence data. Revista Mexicana de Biodiversidad, 90, e902520."
Lepus_capensis,Lepus_mediterraneus,split from L. capensis,split,"Soria-Boix, C., Donat-Torres, M. P., Rguibi Idrissi, H., & Urios, V. (2019). Evolutionary ecology of hares (Lepus spp.) from northwestern Africa; The problem of cryptic species and the description of a new species (Lepus saharae sp. nov.). Evolutionary Ecology Research (Online), 20(5), 537-555."
Lepus_capensis,Lepus_schlumbergeri,split from L. capensis,split,"Soria-Boix, C., Donat-Torres, M. P., Rguibi Idrissi, H., & Urios, V. (2019). Evolutionary ecology of hares (Lepus spp.) from northwestern Africa; The problem of cryptic species and the description of a new species (Lepus saharae sp. nov.). Evolutionary Ecology Research (Online), 20(5), 537-555."
Lichonycteris_obscura,Lichonycteris_degener,split from L. obscura,split,"Griffiths, T. A., & A. L. Gardner. 2008. Subfamily Glossophaginae Bonaparte, 1845. Pp. 224-244 in Mammals of South America. Volume 1. Marsupials, Xenarthrans, Shrews, and Bats (Gardner, A. L., ed.). The University of Chicago Press. Chicago."
Lontra_longicaudis,Lontra_annectens,split from L. longicaudis,split,"de Ferran, V., Vieira Figueiró, H., Silveira Trinca, C., Hernández-Romero, P. C., Lorenzana, G. P., Gutiérrez-Rodríguez, C., ... & Eizirik, E. (2024). Genome-wide data support recognition of an additional species of Neotropical river otter (Mammalia, Mustelidae, Lutrinae). Journal of Mammalogy, gyae009."
Lophostoma_brasiliense,Lophostoma_nicaraguae,split from L. brasiliense,split,"Esquivel, D. A., Pereira, M. J. R., Stuhler, J. D., Rossoni, D. M., Velazco, P. M., & Bianchi, F. M. (2022). Multiples lines of evidence unveil cryptic diversity in the Lophostoma brasiliense (Chiroptera: Phyllostomidae) complex. Systematics and Biodiversity, 20(1), 2110172."
Lutra_lutra,Lutra_nippon,split from L. lutra,split,"Park, H. C., Kurihara, N., Kim, K. S., Min, M. S., Han, S., Lee, H., & Kimura, J. (2019). What is the taxonomic status of East Asian otter species based on molecular evidence?: focus on the position of the Japanese otter holotype specimen from museum. Animal cells and systems, 23(3), 228-234."
Macaca_ochreata,Macaca_brunnescens,split from M. ochreata,split,"Juliandi, B., Suryobroto, B., & Perwitasari?Farajallah, D. (2009). The ischial callosities of Sulawesi macaques. American Journal of Primatology: Official Journal of the American Society of Primatologists, 71(12), 1021-1031.|Riley, E.P. 2013. Booted macaque Macaca ochreata. In: R.A. Mittermeier, A.B. Rylands & D.E. Wilson (ed.), Handbook of the Mammals of the World. Vol. 3. Primates, pp. 634. Lynx Edicions, Barcelona.|Evans, B. J., Gansauge, M. T., Tocheri, M. W., Schillaci, M. A., Sutikna, T., Saptomo, E. W., ... & Meyer, M. (2020). Mitogenomics of macaques (Macaca) across Wallace's Line in the context of modern human dispersals. Journal of Human Evolution, 146, 102852.|Lee, R., Riley, E., Sangermano, F., Cannon, C. & Shekelle, M. 2021. Macaca brunnescens. The IUCN Red List of Threatened Species 2021: e.T12569A17985924. https://dx.doi.org/10.2305/IUCN.UK.2021-1.RLTS.T12569A17985924.en. Downloaded on 26 September 2021."
Marmosa_alstoni,Marmosa_nicaraguae,split from M. alstoni,split,"Voss, R. S., Gutiérrez, E. E., Solari, S., Rossi, R. V., & Jansa, S. A. (2014). Phylogenetic relationships of mouse opossums (Didelphidae, Marmosa) with a revised subgeneric classification and notes on sympatric diversity. American Museum Novitates, 2014(3817), 1-27.|Voss, R. S., Giarla, T. C., & Jansa, S. A. (2021). A Revision of the Didelphid Marsupial Genus Marmosa Part 4. Species of the Alstoni Group (Subgenus Micoureus). American Museum Novitates, 3983, 1-31."
Marmosa_phaea,Marmosa_perplexa,split from M. phaea,split,"Voss, R. S., Gutiérrez, E. E., Solari, S., Rossi, R. V., & Jansa, S. A. (2014). Phylogenetic relationships of mouse opossums (Didelphidae, Marmosa) with a revised subgeneric classification and notes on sympatric diversity. American Museum Novitates, 2014(3817), 1-27.|Voss, Robert S., et al. ""A revision of the didelphid marsupial genus Marmosa. Part 2, Species of the rapposa group (subgenus Micoureus).(Bulletin of the American Museum of Natural History, no. 439)."" (2020).|Voss, R. S. & Giarla, T. C. (2021) A revision of the didelphid Marsupial genus Marmosa Part 3. A new species from Western Amazonia, with the redescription of M. perplexa Anthony, 1922, and M. germana O. Thomas, 1904. American Museum Novitates, 3969, 1-28.|Voss, R. S. (2022). An Annotated Checklist of Recent Opossums (Mammalia: Didelphidae). Bulletin of the American Museum of Natural History, 455(1), 1-76."
Marmosa_regina,Marmosa_germana,split from M. regina,split,"Voss, R. S., Gutiérrez, E. E., Solari, S., Rossi, R. V., & Jansa, S. A. (2014). Phylogenetic relationships of mouse opossums (Didelphidae, Marmosa) with a revised subgeneric classification and notes on sympatric diversity. American Museum Novitates, 2014(3817), 1-27.|Voss, R. S., Fleck, D. W., & Jansa, S. A. (2019). Mammalian diversity and Matses ethnomammalogy in Amazonian Peru Part 3: Marsupials (Didelphimorphia). Bulletin of the American Museum of Natural History, 2019(432), 1-90.|Voss, R. S., Giarla, T. C., Díaz-Nieto, J. F., & Jansa, S. A. (2020). A revision of the didelphid marsupial genus Marmosa. Part 2, Species of the rapposa group (subgenus Micoureus). Bulletin of the American Museum of Natural History, 439, 1-59.|Voss, R. S. & Giarla, T. C. (2021) A revision of the didelphid Marsupial genus Marmosa Part 3. A new species from Western Amazonia, with the redescription of M. perplexa Anthony, 1922, and M. germana O. Thomas, 1904. American Museum Novitates, 3969, 1-28."
Marmosa_regina,Marmosa_parda,split from M. regina,split,"Voss, R. S., Gutiérrez, E. E., Solari, S., Rossi, R. V., & Jansa, S. A. (2014). Phylogenetic relationships of mouse opossums (Didelphidae, Marmosa) with a revised subgeneric classification and notes on sympatric diversity. American Museum Novitates, 2014(3817), 1-27.|Voss, Robert S., et al. ""A revision of the didelphid marsupial genus Marmosa. Part 2, Species of the rapposa group (subgenus Micoureus).(Bulletin of the American Museum of Natural History, no. 439)."" (2020)."
Marmosa_regina,Marmosa_rapposa,split from M. regina,split,"Voss, R. S., Gutiérrez, E. E., Solari, S., Rossi, R. V., & Jansa, S. A. (2014). Phylogenetic relationships of mouse opossums (Didelphidae, Marmosa) with a revised subgeneric classification and notes on sympatric diversity. American Museum Novitates, 2014(3817), 1-27.|Voss, R. S., Fleck, D. W., & Jansa, S. A. (2019). Mammalian diversity and Matses ethnomammalogy in Amazonian Peru Part 3: Marsupials (Didelphimorphia). Bulletin of the American Museum of Natural History, 2019(432), 1-90.|Voss, R. S., Giarla, T. C., Díaz-Nieto, J. F., & Jansa, S. A. (2020). A revision of the didelphid marsupial genus Marmosa. Part 2, Species of the rapposa group (subgenus Micoureus). Bulletin of the American Museum of Natural History, 439, 1-59.|Giarla, T. C. & Voss, R S. (2020). On the identity of Victoria's mouse opossum, Marmosa regina Thomas, 1898. American Museum Novitates, 3960, 1-16."
Marmosa_regina,Marmosa_rutteri,split from M. regina,split,"Voss, R. S., Gutiérrez, E. E., Solari, S., Rossi, R. V., & Jansa, S. A. (2014). Phylogenetic relationships of mouse opossums (Didelphidae, Marmosa) with a revised subgeneric classification and notes on sympatric diversity. American Museum Novitates, 2014(3817), 1-27.|Voss, R. S., Fleck, D. W., & Jansa, S. A. (2019). Mammalian diversity and Matses ethnomammalogy in Amazonian Peru Part 3: Marsupials (Didelphimorphia). Bulletin of the American Museum of Natural History, 2019(432), 1-90.|Voss, R. S., Giarla, T. C., Díaz-Nieto, J. F., & Jansa, S. A. (2020). A revision of the didelphid marsupial genus Marmosa. Part 2, Species of the rapposa group (subgenus Micoureus). Bulletin of the American Museum of Natural History, 439, 1-59.|Giarla, T. C. & Voss, R S. (2020). On the identity of Victoria's mouse opossum, Marmosa regina Thomas, 1898. American Museum Novitates, 3960, 1-16."
Marmosops_pinheiroi,Marmosops_woodalli,split from M. pinheiroi,split,"Ferreira, C., de Oliveira, A. C. M., Lima-Silva, L. G., & Rossi, R. V. (2020). Taxonomic review of the slender mouse opossums of the ""Parvidens"" group from Brazil (Didelphimorphia: Didelphidae: Marmosops), with the description of a new species. Zootaxa, 4890(2), 201-233."
Mazama_americana,Mazama_rufa,split from M. americana,split,"Peres, P. H., Luduvério, D. J., Bernegossi, A. M., Galindo, D. J., Nascimento, G. B., Oliveira, M. L., ... & Duarte, J. M. B. (2021). Revalidation of Mazama rufa (Illiger 1815)(Artiodactyla: Cervidae) as a distinct species out of the complex Mazama americana (Erxleben 1777). Frontiers in genetics, 12, 742870."
Megaerops_wetmorei,Megaerops_albicollis,split from M. wetmorei,split,"Wilson, D. E. & Mittermeier, R. A.Handbook of the Mammals of the World. 9. Bats. Lynx Edicions, Barcelona.|Almeida, F. C., Simmons, N. B., & Giannini, N. P. (2020). A Species-level Phylogeny of Old World Fruit Bats with a New Higher-level Classification of the Family Pteropodidae. American Museum Novitates, 2020(3950), 1-24."
Melogale_moschata,Melogale_subaurantiaca,split from M. moschata,split,"Rozhnov, V. V., M. P. Korablev, and A. V. Abramov. ""Systematics and distribution of ferret badgers Melogale (Mammalia, Mustelidae) in Vietnam: first genetic data."" Doklady Biological Sciences. Vol. 485. No. 1. Pleiades Publishing, 2019."
Melonycteris_fardoulisi,Nesonycteris_maccoyi,split from M. fardoulisi,split,"Lavery, T. H., DeCicco, L. H., Olson, K. V., Holland, P. S., & Moyle, R. G. (2023). Phylogeography of Solomon Islands blossom bats reflects oceanic divides and Pleistocene connections. Journal of Biogeography, 00, 1-12."
Melonycteris_fardoulisi,Nesonycteris_mengermani,split from M. fardoulisi,split,"Lavery, T. H., DeCicco, L. H., Olson, K. V., Holland, P. S., & Moyle, R. G. (2023). Phylogeography of Solomon Islands blossom bats reflects oceanic divides and Pleistocene connections. Journal of Biogeography, 00, 1-12."
Meriones_meridianus,Meriones_penicilliger,split from M. meridianus,split,"Nanova, O. G., Lebedev, V. S., Matrosova, V. A., Adiya, Y., Undrakhbayar, E., Surov, A. V., & Shenbrot, G. I. (2020). Phylogeography, phylogeny, and taxonomical revision of the Midday jird (Meriones meridianus) species complex from Dzungaria. Journal of Zoological Systematics and Evolutionary Research."
Meriones_meridianus,Meriones_psammophilus,split from M. meridianus,split,"Nanova, O. (2014). Geographical variation in the cranial measurements of the midday jird Meriones meridianus (Rodentia: Muridae) and its taxonomic implications. Journal of Zoological Systematics and Evolutionary Research, 52(1), 75-85.|Nanova, O. G., Lebedev, V. S., Matrosova, V. A., Adiya, Y., Undrakhbayar, E., Surov, A. V., & Shenbrot, G. I. (2020). Phylogeography, phylogeny, and taxonomical revision of the Midday jird (Meriones meridianus) species complex from Dzungaria. Journal of Zoological Systematics and Evolutionary Research."
Mesechinus_hughi,Mesechinus_miodon,split from M. hughi,split,"Ai, H. S., He, K., Chen, Z. Z., Li, J. Q., Wan, T., Li, Q., ... & Jiang, X. L. (2018). Taxonomic revision of the genus Mesechinus (Mammalia: Erinaceidae) with description of a new species. Zoological research, 39(5), 335-347."
Metachirus_nudicaudatus,Metachirus_myosuros,split from M. nudicaudatus,split,"Voss, R. S., Fleck, D. W., & Jansa, S. A. (2019). Mammalian diversity and Matses ethnomammalogy in Amazonian Peru Part 3: Marsupials (Didelphimorphia). Bulletin of the American Museum of Natural History, 2019(432), 1-90."
Microcavia_australis,Microcavia_maenas,split from M. australis,split,"Teta, P., Ojeda, R. A., Lucero, S. O., & D'Elía, G. (2017). Geographic Variation in Cranial Morphology of the Southern Mountain Cavy, Microcavia australis (Rodentia, Caviidae): Taxonomic Implications, with the Description of a New Species. Zoological Studies, 56, e29."
Micromys_erythrotis,Micromys_pygmaeus,split from M. erythrotis,split,"Chen, Z., Pei, X., Song, J., Song, W., Shi, Z., Onditi, K. O., ... & Jiang, X. (2023). Systematics and evolutionary history of the genus Micromys (Mammalia: Rodentia: Muridae). Mammalian Biology, 1-15."
Microperoryctes_longicauda,Microperoryctes_ornatus,split from M. longicauda,split,"Helgen, K.M. and Flannery, T.F. 2004. A new species of bandicoot, Microperoryctes aplini, from western New Guinea. Journal of Zoology (London) 264: 117-124.|Westerman, M., Kear, B. P., Aplin, K., Meredith, R. W., Emerling, C., & Springer, M. S. (2012). Phylogenetic relationships of living and recently extinct bandicoots based on nuclear and mitochondrial DNA sequences. Molecular Phylogenetics and Evolution, 62(1), 97-108.|Leary, T., Wright, D., Hamilton, S., Singadan, R., Menzies, J., Bonaccorso, F.J., Helgen, K., Seri, L., Aplin, K., Dickman, C. & Salas, L. 2016. Microperoryctes longicauda. The IUCN Red List of Threatened Species 2016: e.T84783217A21965649. https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T84783217A21965649.en. Downloaded on 15 September 2020.|Travouillon, K. J., Simoes, B. F., Miguez, R. P., Brace, S., Brewer, P., Stemmer, D., ... & Louys, J. (2019). Hidden in plain sight: reassessment of the pig-footed bandicoot, Chaeropus ecaudatus (Peramelemorphia, Chaeropodidae), with a description of a new species from Central Australia, and use of the fossil record to trace its past distribution. Zootaxa, 4566(1), zootaxa-4566.|Baker, A., Eldridge, M., Fisher, D. O., Frankham, G., Helgen, K. M., Jackson, S. M., ... & Umbrello, L. (2023). Taxonomy and diversity of living Australasian marsupials. American and Australasian Marsupials: an evolutionary, biogeographical, and ecological approach, 1-85."
Microsciurus_flaviventer,Microsciurus_otinus,split from M. flaviventer,split,"Patton, J. L., Pardiñas, U. F., & D'Elía, G. (2015). Mammals of South America, Volume 2: Rodents (Vol. 2). University of Chicago Press.|de Abreu-Jr, E. F., Pavan, S. E., Tsuchiya, M. T., Wilson, D. E., Percequillo, A. R., & Maldonado, J. E. (2020). Museomics of tree squirrels: A dense taxon sampling of mitogenomes reveals hidden diversity, phenotypic convergence, and the need of a taxonomic overhaul. BMC Evolutionary Biology, 20, 1-77.|de Abreu-Jr, E. F., Pavan, S. E., Tsuchiya, M. T., Wilson, D. E., Percequillo, A. R., & Maldonado, J. E. (2020). Spatiotemporal diversification of tree squirrels: is the South American invasion and speciation really that recent and fast?. Frontiers in Ecology and Evolution, 8, 230."
